Project_ID,Industry,AI_Use_Case,Model_Type,Monthly_Cost,Annual_Benefit,Accuracy,Latency_ms,Data_Drift,Compliance_Risk,Model_Downtime,User_Adoption,Annual_Cost,ROI_Percent,Governance_Risk_Score,Performance_Score,Risk_Category,ROI_Category,Business_Priority_Score,Business_Priority,AI_Alert,Management_Insight
AI-0476,Telecom,Customer Support,Recommendation,35403,415204,0.828,231.23,0.272,0.1,6.23,0.724,424836,-2.27,23.04,65.34,Low,Negative ROI,45.96,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0477,Logistics,Recommendation,Regression,71321,392185,0.724,251.77,0.041,0.055,9.23,0.361,855852,-54.18,19.09,63.82,Low,Negative ROI,46.61,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0478,Telecom,Customer Support,Recommendation,76675,148467,0.986,121.9,0.016,0.667,7.22,0.326,920100,-83.86,42.53,81.36,Medium,Negative ROI,45.72,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0479,Retail,Demand Forecasting,Regression,11344,427472,0.845,75.47,0.006,0.808,6.89,0.734,136128,214.02,48.02,84.37,Medium,High ROI,80.12,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0480,Manufacturing,Fraud Detection,Computer Vision,23800,400634,0.697,421.48,0.043,0.509,5.44,0.506,285600,40.28,33.26,60.18,Low,Low ROI,48.13,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0481,Healthcare,Demand Forecasting,Classification,30372,238800,0.884,261.18,0.197,0.055,8.8,0.361,364464,-34.48,23.05,63.73,Low,Negative ROI,45.39,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0482,Retail,Demand Forecasting,Computer Vision,66516,146155,0.955,26.9,0.218,0.535,9.37,0.832,798192,-81.69,46.23,82.68,Medium,Negative ROI,45.07,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0483,Telecom,Recommendation,Recommendation,25538,310374,0.903,405.43,0.236,0.936,9.8,0.52,306456,1.28,65.53,61.59,High,Low ROI,32.12,Review,High Governance Risk | High Data Drift,Governance review required before further scaling.
AI-0484,Logistics,Fraud Detection,Computer Vision,68918,79778,0.676,490.78,0.073,0.598,1.06,0.622,827016,-90.35,30.87,57.87,Low,Negative ROI,40.99,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0485,Banking,Fraud Detection,Computer Vision,19973,65833,0.955,310.84,0.092,0.809,9.47,0.466,239676,-72.53,54.95,73.14,Medium,Negative ROI,39.11,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0486,Telecom,Fraud Detection,Computer Vision,76155,304769,0.92,261.78,0.145,0.8,14.3,0.739,913860,-66.65,64.18,75.68,Medium,Negative ROI,37.23,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0487,Logistics,Fraud Detection,Recommendation,64500,52088,0.704,441.64,0.019,0.932,8.11,0.511,774000,-93.27,56.03,61.22,Medium,Negative ROI,34.62,Review,Negative ROI,Financial review required due to negative ROI.
AI-0488,Manufacturing,Fraud Detection,Computer Vision,41575,230722,0.668,477.21,0.183,0.77,10.73,0.978,498900,-53.75,58.02,59.49,Medium,Negative ROI,33.42,Review,Negative ROI | Low AI Performance | High Downtime,Financial review required due to negative ROI.
AI-0489,Telecom,Recommendation,Regression,47261,454383,0.839,382.18,0.295,0.748,8.35,0.792,567132,-19.88,56.43,61.57,Medium,Negative ROI,34.62,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0490,Banking,Customer Support,Recommendation,32716,386081,0.703,233.82,0.108,0.234,12.82,0.396,392592,-1.66,35.14,60.66,Medium,Negative ROI,40.69,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0491,Logistics,Demand Forecasting,Computer Vision,8236,484507,0.934,304.27,0.226,0.06,13.94,0.592,98832,390.23,32.71,68.11,Low,High ROI,79.03,Strategic,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0492,Logistics,Fraud Detection,Recommendation,20848,216375,0.772,356.45,0.15,0.518,2.76,0.57,250176,-13.51,32.41,61.81,Low,Negative ROI,41.91,Review,Negative ROI,Financial review required due to negative ROI.
AI-0493,Logistics,Customer Support,NLP,7352,96361,0.96,113.25,0.038,0.124,6.55,0.674,88224,9.22,17.64,86.18,Low,Low ROI,56.48,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0494,Manufacturing,Customer Support,Regression,6932,370373,0.842,234.66,0.175,0.962,5.89,0.889,83184,345.25,58.36,74.09,Medium,High ROI,73.42,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0495,Telecom,Demand Forecasting,Computer Vision,81449,155189,0.712,418.31,0.09,0.29,6.08,0.708,977388,-84.12,25.88,62.71,Low,Negative ROI,44.18,Review,Negative ROI,Financial review required due to negative ROI.
AI-0496,Manufacturing,Recommendation,NLP,13556,110265,0.697,334.27,0.01,0.853,1.88,0.343,162672,-32.22,41.82,61.18,Medium,Negative ROI,38.87,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0497,Healthcare,Predictive Maintenance,NLP,91836,117718,0.846,217.38,0.19,0.388,12.2,0.759,1102032,-89.32,43.49,71.46,Medium,Negative ROI,41.96,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0498,Healthcare,Predictive Maintenance,Recommendation,10498,342854,0.909,338.41,0.258,0.323,0.54,0.306,125976,172.16,23.18,58.52,Low,High ROI,73.66,Monitor,Low AI Performance | High Data Drift | Low User Adoption,Model performance optimization is recommended.
AI-0499,Telecom,Customer Support,NLP,81118,114876,0.916,76.75,0.103,0.935,7.92,0.846,973416,-88.2,58.36,85.27,Medium,Negative ROI,42.34,Review,Negative ROI,Financial review required due to negative ROI.
AI-0500,Manufacturing,Document Intelligence,Regression,55098,480270,0.744,212.72,0.117,0.363,9.93,0.767,661176,-27.36,36.39,70.31,Medium,Negative ROI,43.69,Review,Negative ROI,Financial review required due to negative ROI.
AI-0501,Banking,Document Intelligence,Regression,69386,50949,0.719,400.7,0.267,0.39,3.11,0.516,832632,-93.88,30.74,50.9,Low,Negative ROI,38.59,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0502,Logistics,Demand Forecasting,Classification,14569,435763,0.656,125.84,0.244,0.106,13.59,0.505,174828,149.25,34.74,56.92,Low,Healthy ROI,65.62,Monitor,Low AI Performance | High Data Drift | High Downtime,Model performance optimization is recommended.
AI-0503,Logistics,Predictive Maintenance,Regression,61882,232954,0.881,109.26,0.214,0.67,12.58,0.859,742584,-68.63,57.54,77.25,Medium,Negative ROI,39.78,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0504,Telecom,Customer Support,NLP,75393,350280,0.676,476.39,0.075,0.289,7.07,0.848,904716,-61.28,27.04,62.72,Low,Negative ROI,43.84,Review,Negative ROI,Financial review required due to negative ROI.
AI-0505,Healthcare,Recommendation,Regression,5340,131541,0.793,120.75,0.273,0.586,6.17,0.547,64080,105.28,44.84,63.32,Medium,Healthy ROI,57.13,Monitor,High Data Drift,Data monitoring and model retraining should be considered.
AI-0506,Healthcare,Predictive Maintenance,Recommendation,48949,215691,0.855,145.24,0.046,0.591,3.55,0.509,587388,-63.28,33.89,76.27,Low,Negative ROI,46.53,Review,Negative ROI,Financial review required due to negative ROI.
AI-0507,Logistics,Customer Support,Classification,87302,81842,0.969,485.42,0.188,0.719,10.95,0.692,1047624,-92.19,56.24,68.33,Medium,Negative ROI,37.04,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0508,Telecom,Customer Support,NLP,67443,252930,0.756,372.66,0.009,0.745,1.98,0.306,809316,-68.75,37.1,62.29,Medium,Negative ROI,40.67,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0509,Manufacturing,Fraud Detection,Classification,96668,309134,0.735,355.81,0.193,0.514,10.2,0.358,1160016,-73.35,45.92,53.59,Medium,Negative ROI,34.98,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0510,Healthcare,Recommendation,NLP,79027,167265,0.872,429.4,0.083,0.331,12.64,0.388,948324,-82.36,38.45,64.33,Medium,Negative ROI,40.98,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0511,Manufacturing,Fraud Detection,Recommendation,5138,312253,0.861,75.6,0.135,0.837,3.43,0.43,61656,406.44,47.43,72.63,Medium,High ROI,76.19,Strategic,Low User Adoption,Project requires management monitoring.
AI-0512,Healthcare,Demand Forecasting,Classification,5358,150356,0.763,358.86,0.104,0.31,13.0,0.658,64296,133.85,38.74,65.34,Medium,Healthy ROI,64.67,Monitor,High Downtime,Project requires management monitoring.
AI-0513,Healthcare,Fraud Detection,Computer Vision,80250,432449,0.966,261.77,0.052,0.508,0.5,0.995,963000,-55.09,25.25,87.75,Low,Negative ROI,53.14,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0514,Retail,Fraud Detection,NLP,90376,264629,0.937,417.99,0.187,0.401,13.69,0.757,1084512,-75.6,46.47,70.1,Medium,Negative ROI,40.59,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0515,Healthcare,Predictive Maintenance,Computer Vision,35654,232802,0.726,263.91,0.265,0.855,1.78,0.343,427848,-45.59,49.39,51.99,Medium,Negative ROI,33.38,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0516,Banking,Document Intelligence,Classification,30879,410277,0.731,317.72,0.288,0.432,9.69,0.668,370548,10.72,44.23,55.98,Medium,Low ROI,38.2,Review,Low AI Performance | High Data Drift,Model performance optimization is recommended.
AI-0517,Telecom,Customer Support,Computer Vision,86532,185582,0.824,249.32,0.058,0.386,3.75,0.648,1038384,-82.13,25.36,73.78,Low,Negative ROI,48.22,Review,Negative ROI,Financial review required due to negative ROI.
AI-0518,Telecom,Recommendation,Computer Vision,60778,283450,0.913,249.52,0.215,0.69,12.55,0.401,729336,-61.14,58.42,65.43,Medium,Negative ROI,35.37,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0519,Manufacturing,Fraud Detection,Classification,42772,23849,0.665,388.63,0.199,0.602,7.68,0.944,513264,-95.35,45.86,60.52,Medium,Negative ROI,37.42,Review,Negative ROI,Financial review required due to negative ROI.
AI-0520,Healthcare,Recommendation,Recommendation,63478,32360,0.886,321.71,0.103,0.107,2.03,0.609,761736,-95.75,11.29,71.68,Low,Negative ROI,51.7,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0521,Banking,Document Intelligence,Computer Vision,69353,393216,0.87,323.97,0.006,0.508,8.56,0.996,832236,-52.75,37.31,83.4,Medium,Negative ROI,48.0,Review,Negative ROI,Financial review required due to negative ROI.
AI-0522,Manufacturing,Document Intelligence,Computer Vision,31762,273279,0.729,236.14,0.207,0.735,6.12,0.594,381144,-28.3,49.48,60.9,Medium,Negative ROI,36.47,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0523,Retail,Fraud Detection,Recommendation,18283,114767,0.882,274.93,0.284,0.992,9.92,0.726,219396,-47.69,69.69,66.17,High,Negative ROI,32.25,Review,Negative ROI | High Governance Risk | High Data Drift,Financial review required due to negative ROI.
AI-0524,Manufacturing,Demand Forecasting,Computer Vision,68922,281445,0.97,377.94,0.19,0.629,13.23,0.373,827064,-65.97,56.06,65.12,Medium,Negative ROI,35.97,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0525,Manufacturing,Fraud Detection,Computer Vision,44420,196872,0.666,416.45,0.131,0.37,6.14,0.618,533040,-63.07,30.81,56.62,Low,Negative ROI,40.57,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0526,Healthcare,Predictive Maintenance,Computer Vision,60568,450179,0.759,354.35,0.158,0.226,4.35,0.467,726816,-38.06,22.16,58.76,Low,Negative ROI,43.92,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0527,Retail,Customer Support,Regression,90090,74330,0.799,463.56,0.06,0.873,0.22,0.885,1081080,-93.12,41.45,70.74,Medium,Negative ROI,42.32,Review,Negative ROI,Financial review required due to negative ROI.
AI-0528,Manufacturing,Demand Forecasting,Recommendation,25219,71707,0.956,413.76,0.225,0.815,8.62,0.849,302628,-76.31,57.79,71.12,Medium,Negative ROI,37.56,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0529,Banking,Fraud Detection,Computer Vision,62169,300833,0.977,289.69,0.224,0.234,6.03,0.877,746028,-59.68,27.3,76.5,Low,Negative ROI,48.58,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0530,Banking,Recommendation,Recommendation,79965,49084,0.801,342.27,0.044,0.201,5.62,0.807,959580,-94.88,19.73,73.72,Low,Negative ROI,49.88,Review,Negative ROI,Financial review required due to negative ROI.
AI-0531,Telecom,Demand Forecasting,NLP,51840,60387,0.905,464.63,0.263,0.715,2.74,0.883,622080,-90.29,44.63,65.82,Medium,Negative ROI,39.65,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0532,Retail,Demand Forecasting,NLP,49695,356960,0.831,317.2,0.081,0.315,6.45,0.441,596340,-40.14,27.36,66.8,Low,Negative ROI,45.17,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0533,Retail,Fraud Detection,Computer Vision,89754,22642,0.833,415.91,0.295,0.306,14.77,0.616,1077048,-97.9,47.24,56.74,Medium,Negative ROI,35.69,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0534,Telecom,Demand Forecasting,Recommendation,82988,324281,0.745,350.63,0.115,0.152,4.47,0.784,995856,-67.44,17.74,66.66,Low,Negative ROI,48.01,Review,Negative ROI,Financial review required due to negative ROI.
AI-0535,Manufacturing,Recommendation,Recommendation,63342,493048,0.724,284.93,0.053,0.264,9.0,0.746,760104,-35.13,28.47,69.92,Low,Negative ROI,45.93,Review,Negative ROI,Financial review required due to negative ROI.
AI-0536,Retail,Document Intelligence,Recommendation,23951,206633,0.748,136.08,0.106,0.428,11.65,0.801,287412,-28.11,41.86,74.04,Medium,Negative ROI,43.36,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0537,Banking,Demand Forecasting,Regression,6307,344404,0.839,224.48,0.132,0.733,11.24,0.457,75684,355.06,55.68,67.76,Medium,High ROI,72.01,Monitor,High Downtime | Low User Adoption,Project requires management monitoring.
AI-0538,Banking,Document Intelligence,NLP,85388,166510,0.66,484.52,0.021,0.336,4.93,0.369,1024656,-83.75,23.97,54.79,Low,Negative ROI,41.99,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0539,Healthcare,Recommendation,Recommendation,95768,330586,0.958,335.73,0.173,0.329,9.16,0.942,1149216,-71.23,35.26,78.02,Medium,Negative ROI,46.73,Review,Negative ROI,Financial review required due to negative ROI.
AI-0540,Retail,Fraud Detection,Recommendation,40428,385205,0.703,290.91,0.179,0.285,13.07,0.692,485136,-20.6,39.98,61.31,Medium,Negative ROI,39.46,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0541,Manufacturing,Customer Support,Regression,97021,416210,0.725,467.82,0.222,0.478,0.23,0.408,1164252,-64.25,28.55,49.28,Low,Negative ROI,38.68,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0542,Telecom,Demand Forecasting,Regression,80774,274511,0.826,301.53,0.009,0.181,6.54,0.855,969288,-71.68,19.31,78.9,Low,Negative ROI,51.82,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0543,Telecom,Customer Support,Recommendation,43975,407988,0.891,272.52,0.162,0.486,3.36,0.94,527700,-22.69,32.33,77.07,Low,Negative ROI,47.28,Review,Negative ROI,Financial review required due to negative ROI.
AI-0544,Manufacturing,Recommendation,Classification,6140,381719,0.683,384.47,0.016,0.704,5.83,0.419,73680,418.08,41.88,60.2,Medium,High ROI,73.51,Monitor,Low User Adoption,Project requires management monitoring.
AI-0545,Logistics,Demand Forecasting,Recommendation,29842,283957,0.758,362.08,0.21,0.03,6.24,0.872,358104,-20.71,18.05,63.98,Low,Negative ROI,46.98,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0546,Healthcare,Document Intelligence,Recommendation,31421,375171,0.979,112.72,0.017,0.01,11.2,0.953,377052,-0.5,19.63,93.78,Low,Negative ROI,56.93,Monitor,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0547,Telecom,Predictive Maintenance,Regression,6708,405633,0.739,246.23,0.274,0.075,1.41,0.957,80496,403.92,13.95,65.0,Low,High ROI,83.56,Strategic,High Data Drift,Data monitoring and model retraining should be considered.
AI-0548,Retail,Customer Support,Regression,8630,104381,0.756,246.81,0.211,0.536,7.69,0.94,103560,0.79,43.27,68.65,Medium,Low ROI,41.18,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0549,Healthcare,Demand Forecasting,Recommendation,24595,269880,0.934,201.55,0.152,0.854,8.46,0.682,295140,-8.56,57.09,76.69,Medium,Negative ROI,39.71,Review,Negative ROI,Financial review required due to negative ROI.
AI-0550,Retail,Customer Support,Recommendation,81021,337420,0.667,268.3,0.132,0.005,7.41,0.549,972252,-65.3,16.54,59.68,Low,Negative ROI,45.93,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0551,Banking,Demand Forecasting,Recommendation,33308,323387,0.808,218.29,0.039,0.937,10.98,0.305,399696,-19.09,61.64,68.0,Medium,Negative ROI,35.31,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0552,Healthcare,Fraud Detection,Regression,49789,213984,0.779,115.69,0.087,0.106,5.76,0.343,597468,-64.18,16.98,67.99,Low,Negative ROI,48.7,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0553,Telecom,Document Intelligence,Recommendation,60690,80272,0.758,217.94,0.261,0.842,14.17,0.6,728280,-88.98,69.34,60.31,High,Negative ROI,30.31,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0554,Healthcare,Customer Support,Recommendation,31086,193123,0.747,54.69,0.271,0.483,7.23,0.58,373032,-48.23,41.92,63.76,Medium,Negative ROI,39.74,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0555,Healthcare,Predictive Maintenance,Computer Vision,21859,492070,0.681,296.38,0.0,0.659,8.57,0.429,262308,87.59,43.94,63.74,Medium,Healthy ROI,54.46,Monitor,Low User Adoption,Project requires management monitoring.
AI-0556,Healthcare,Predictive Maintenance,Classification,12684,233808,0.757,429.75,0.178,0.511,12.38,0.577,152208,53.61,48.97,57.6,Medium,Healthy ROI,44.85,Review,Low AI Performance | High Downtime,Model performance optimization is recommended.
AI-0557,Logistics,Recommendation,NLP,96088,273091,0.665,368.14,0.216,0.477,4.13,0.422,1153056,-76.32,34.83,49.85,Low,Negative ROI,37.0,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0558,Healthcare,Demand Forecasting,Classification,6207,347762,0.916,192.99,0.186,0.835,1.13,0.894,74484,366.89,45.04,78.59,Medium,High ROI,78.99,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0559,Retail,Customer Support,Computer Vision,51099,284064,0.785,61.79,0.025,0.756,10.62,0.509,613188,-53.67,52.47,76.33,Medium,Negative ROI,40.97,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0560,Banking,Recommendation,NLP,72496,126121,0.801,117.03,0.065,0.483,7.25,0.719,869952,-85.5,35.77,77.67,Medium,Negative ROI,46.45,Review,Negative ROI,Financial review required due to negative ROI.
AI-0561,Manufacturing,Customer Support,Recommendation,71093,490435,0.954,281.84,0.075,0.112,13.45,0.652,853116,-42.51,29.71,78.53,Low,Negative ROI,48.57,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0562,Healthcare,Demand Forecasting,Computer Vision,34689,96872,0.874,119.39,0.25,0.115,14.74,0.336,416268,-76.73,37.24,64.34,Medium,Negative ROI,41.35,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0563,Telecom,Predictive Maintenance,Recommendation,53651,363276,0.653,281.11,0.139,0.802,5.99,0.96,643812,-43.57,50.24,66.47,Medium,Negative ROI,38.19,Review,Negative ROI,Financial review required due to negative ROI.
AI-0564,Healthcare,Fraud Detection,Regression,18893,284237,0.971,131.17,0.146,0.529,6.23,0.669,226716,25.37,38.57,80.69,Medium,Low ROI,51.11,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0565,Telecom,Predictive Maintenance,Computer Vision,71418,295049,0.731,427.48,0.28,0.482,6.12,0.528,857016,-65.57,40.29,50.29,Medium,Negative ROI,35.51,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0566,Retail,Recommendation,Regression,65011,141759,0.687,210.69,0.191,0.681,4.87,0.411,780132,-81.83,44.49,56.7,Medium,Negative ROI,36.5,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0567,Telecom,Document Intelligence,Computer Vision,43635,437567,0.911,137.86,0.27,0.859,11.73,0.537,523620,-16.43,66.31,68.65,High,Negative ROI,34.13,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0568,Manufacturing,Fraud Detection,Computer Vision,61115,313125,0.82,409.92,0.137,0.629,11.38,0.314,733380,-57.3,51.38,58.13,Medium,Negative ROI,34.93,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0569,Banking,Recommendation,Regression,83405,356047,0.797,184.56,0.045,0.763,7.18,0.554,1000860,-64.43,47.65,73.14,Medium,Negative ROI,41.3,Review,Negative ROI,Financial review required due to negative ROI.
AI-0570,Telecom,Demand Forecasting,NLP,77702,352965,0.735,73.51,0.279,0.765,0.67,0.672,932424,-62.15,43.91,64.03,Medium,Negative ROI,39.24,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0571,Telecom,Fraud Detection,Classification,83518,391344,0.836,293.8,0.138,0.356,4.64,0.91,1002216,-60.95,27.89,74.29,Low,Negative ROI,47.63,Review,Negative ROI,Financial review required due to negative ROI.
AI-0572,Banking,Recommendation,Recommendation,77805,102289,0.743,299.15,0.054,0.274,4.38,0.781,933660,-89.04,21.25,71.1,Low,Negative ROI,48.51,Review,Negative ROI,Financial review required due to negative ROI.
AI-0573,Manufacturing,Demand Forecasting,Computer Vision,63954,136506,0.957,363.05,0.091,0.801,12.17,0.378,767448,-82.21,59.06,69.97,Medium,Negative ROI,36.77,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0574,Healthcare,Predictive Maintenance,Recommendation,33064,497237,0.723,135.31,0.015,0.377,1.31,0.403,396768,25.32,19.6,69.4,Low,Low ROI,52.84,Monitor,Low User Adoption,Project requires management monitoring.
AI-0575,Telecom,Document Intelligence,Regression,84063,98513,0.951,233.01,0.14,0.903,12.09,0.6,1008756,-90.23,64.98,75.56,Medium,Negative ROI,36.95,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0576,Banking,Demand Forecasting,Recommendation,7454,433090,0.84,155.54,0.256,0.07,10.04,0.437,89448,384.18,27.56,63.27,Low,High ROI,78.88,Strategic,High Data Drift | High Downtime | Low User Adoption,Data monitoring and model retraining should be considered.
AI-0577,Retail,Customer Support,Regression,25878,202003,0.932,58.86,0.28,0.058,10.99,0.319,310536,-34.95,29.33,67.21,Low,Negative ROI,44.72,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0578,Banking,Demand Forecasting,Recommendation,56098,420890,0.892,440.77,0.28,0.927,6.48,0.864,673176,-37.48,60.92,64.66,Medium,Negative ROI,34.35,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0579,Retail,Demand Forecasting,Classification,67154,332660,0.887,369.86,0.038,0.648,10.2,0.314,805848,-58.72,47.3,67.63,Medium,Negative ROI,39.48,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0580,Manufacturing,Document Intelligence,Classification,17991,279480,0.76,164.7,0.115,0.38,9.14,0.881,215892,29.45,35.78,74.93,Medium,Low ROI,50.65,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0581,Healthcare,Customer Support,Classification,73344,282043,0.73,307.7,0.008,0.755,11.53,0.401,880128,-67.95,53.43,64.89,Medium,Negative ROI,36.68,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0582,Banking,Recommendation,Classification,41593,211758,0.722,116.61,0.257,0.672,6.7,0.982,499116,-57.57,49.12,69.39,Medium,Negative ROI,39.55,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0583,Logistics,Recommendation,Classification,41304,351356,0.941,447.31,0.108,0.531,7.09,0.723,495648,-29.11,38.95,72.69,Medium,Negative ROI,43.76,Review,Negative ROI,Financial review required due to negative ROI.
AI-0584,Telecom,Demand Forecasting,Classification,35386,153498,0.929,75.16,0.189,0.099,9.65,0.814,424632,-63.85,26.21,81.03,Low,Negative ROI,50.5,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0585,Manufacturing,Customer Support,Regression,60220,274024,0.8,21.84,0.214,0.812,1.62,0.377,722640,-62.08,45.66,66.18,Medium,Negative ROI,39.47,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0586,Banking,Customer Support,Computer Vision,74338,150970,0.695,260.96,0.129,0.866,6.54,0.903,892056,-83.08,53.74,68.53,Medium,Negative ROI,37.86,Review,Negative ROI,Financial review required due to negative ROI.
AI-0587,Telecom,Document Intelligence,Recommendation,99289,110009,0.78,299.9,0.092,0.172,14.58,0.887,1191468,-90.77,34.8,73.14,Low,Negative ROI,45.16,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0588,Banking,Predictive Maintenance,Classification,26083,219570,0.861,297.9,0.289,0.851,0.56,0.757,312996,-29.85,47.9,64.8,Medium,Negative ROI,38.31,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0589,Retail,Recommendation,Regression,23354,443159,0.804,46.17,0.289,0.878,4.74,0.652,280248,58.13,56.08,67.4,Medium,Healthy ROI,46.94,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0590,Banking,Document Intelligence,Regression,27190,217467,0.915,170.74,0.087,0.549,4.71,0.805,326280,-33.35,35.16,82.38,Medium,Negative ROI,48.28,Review,Negative ROI,Financial review required due to negative ROI.
AI-0591,Logistics,Fraud Detection,Regression,11142,64816,0.989,259.62,0.144,0.656,9.5,0.304,133704,-51.52,49.67,70.54,Medium,Negative ROI,39.79,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0592,Banking,Recommendation,Computer Vision,33398,24138,0.715,123.96,0.292,0.382,1.59,0.715,400776,-93.98,28.6,61.73,Low,Negative ROI,43.03,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0593,Banking,Document Intelligence,Recommendation,56971,111176,0.806,438.86,0.001,0.282,9.43,0.893,683652,-83.74,28.44,74.94,Low,Negative ROI,47.7,Review,Negative ROI,Financial review required due to negative ROI.
AI-0594,Logistics,Recommendation,Computer Vision,46862,358089,0.797,61.81,0.124,0.722,1.43,0.55,562344,-36.32,38.59,72.8,Medium,Negative ROI,43.9,Review,Negative ROI,Financial review required due to negative ROI.
