Project_ID,Industry,AI_Use_Case,ROI_Percent,Performance_Score,Governance_Risk_Score,Risk_Category,Business_Priority,AI_Alert,Management_Insight
AI-0415,Logistics,Fraud Detection,-63.38,75.36,37.04,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0416,Retail,Recommendation,-85.3,67.34,24.26,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0417,Banking,Fraud Detection,-85.77,61.62,46.18,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0418,Healthcare,Document Intelligence,-90.19,68.79,50.66,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0419,Logistics,Demand Forecasting,-71.97,55.85,28.52,Low,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0420,Telecom,Predictive Maintenance,-76.36,57.08,64.82,Medium,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0421,Logistics,Recommendation,-85.43,66.86,28.72,Low,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0422,Healthcare,Demand Forecasting,-88.57,81.49,36.45,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0423,Healthcare,Document Intelligence,-76.16,77.56,58.19,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0424,Logistics,Recommendation,-81.08,86.7,35.6,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0425,Banking,Customer Support,-34.38,71.98,8.36,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0426,Manufacturing,Fraud Detection,-76.84,66.31,29.83,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0427,Healthcare,Document Intelligence,-4.45,72.58,45.57,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0428,Logistics,Customer Support,-86.29,55.32,34.78,Low,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0429,Logistics,Demand Forecasting,-76.22,57.41,74.03,High,Review,Negative ROI | High Governance Risk | Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0430,Retail,Predictive Maintenance,-17.69,75.94,51.21,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0431,Manufacturing,Recommendation,-80.96,56.14,44.01,Medium,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0432,Telecom,Fraud Detection,-48.02,61.23,47.36,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0433,Banking,Recommendation,17.33,65.31,56.4,Medium,Review,High Data Drift | High Downtime | Low User Adoption,Data monitoring and model retraining should be considered.
AI-0434,Telecom,Demand Forecasting,24.83,73.59,30.51,Low,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0435,Manufacturing,Recommendation,-54.81,74.83,21.41,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0436,Manufacturing,Fraud Detection,-30.98,78.67,36.21,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0437,Manufacturing,Demand Forecasting,-66.41,56.52,60.92,Medium,Review,Negative ROI | Low AI Performance | High Downtime,Financial review required due to negative ROI.
AI-0438,Telecom,Recommendation,-83.82,65.61,12.57,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0439,Manufacturing,Predictive Maintenance,22.94,63.54,57.34,Medium,Review,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0440,Logistics,Document Intelligence,64.71,64.44,48.18,Medium,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0441,Telecom,Demand Forecasting,21.14,68.95,28.5,Low,Review,High Downtime,Project requires management monitoring.
AI-0442,Manufacturing,Document Intelligence,-69.51,63.18,20.55,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0443,Logistics,Demand Forecasting,405.89,65.55,33.69,Low,Strategic,High Downtime | Low User Adoption,Project requires management monitoring.
AI-0444,Retail,Predictive Maintenance,-89.44,75.18,45.46,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0445,Manufacturing,Document Intelligence,-63.67,58.03,37.96,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0446,Telecom,Customer Support,-75.41,71.45,43.81,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0447,Healthcare,Fraud Detection,-48.88,69.21,39.87,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0448,Manufacturing,Customer Support,223.42,68.1,44.48,Medium,Strategic,Low User Adoption,Project requires management monitoring.
AI-0449,Healthcare,Recommendation,-62.54,74.38,19.92,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0450,Logistics,Predictive Maintenance,-36.09,73.56,30.55,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0451,Retail,Customer Support,216.57,49.8,53.21,Medium,Monitor,Low AI Performance | High Data Drift | Low User Adoption,Model performance optimization is recommended.
AI-0452,Banking,Demand Forecasting,-83.23,54.11,65.25,High,Review,Negative ROI | High Governance Risk | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0453,Retail,Recommendation,29.84,64.9,51.35,Medium,Review,Low User Adoption,Project requires management monitoring.
AI-0454,Manufacturing,Recommendation,-87.99,48.33,49.61,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0455,Healthcare,Customer Support,-71.82,73.75,28.94,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0456,Healthcare,Customer Support,-96.23,66.95,25.29,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0457,Telecom,Predictive Maintenance,-27.82,75.18,35.61,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0458,Healthcare,Fraud Detection,-56.54,76.22,22.03,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0459,Telecom,Customer Support,-33.34,69.22,55.06,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0460,Logistics,Customer Support,-46.63,66.84,23.71,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0461,Banking,Document Intelligence,-93.78,63.76,20.81,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0462,Manufacturing,Demand Forecasting,-72.66,51.69,75.22,High,Review,Negative ROI | High Governance Risk | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0463,Telecom,Document Intelligence,-69.56,71.19,28.57,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0464,Banking,Document Intelligence,-83.82,72.21,11.9,Low,Monitor,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0465,Healthcare,Recommendation,-79.73,76.22,17.79,Low,Monitor,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0466,Healthcare,Fraud Detection,-82.22,71.8,50.83,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0467,Banking,Demand Forecasting,190.11,73.34,41.53,Medium,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0468,Healthcare,Predictive Maintenance,-80.7,54.45,40.24,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0469,Logistics,Predictive Maintenance,30.54,85.47,33.87,Low,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0470,Logistics,Customer Support,-53.36,62.64,47.33,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0471,Banking,Customer Support,-72.83,82.03,62.42,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0472,Telecom,Predictive Maintenance,-26.13,66.58,52.89,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0473,Telecom,Customer Support,-21.82,64.49,53.53,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0474,Banking,Fraud Detection,-54.94,53.7,51.16,Medium,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0475,Telecom,Document Intelligence,1.83,65.04,20.47,Low,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0476,Telecom,Customer Support,-2.27,65.34,23.04,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0477,Logistics,Recommendation,-54.18,63.82,19.09,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0478,Telecom,Customer Support,-83.86,81.36,42.53,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0479,Retail,Demand Forecasting,214.02,84.37,48.02,Medium,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0480,Manufacturing,Fraud Detection,40.28,60.18,33.26,Low,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0481,Healthcare,Demand Forecasting,-34.48,63.73,23.05,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0482,Retail,Demand Forecasting,-81.69,82.68,46.23,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0483,Telecom,Recommendation,1.28,61.59,65.53,High,Review,High Governance Risk | High Data Drift,Governance review required before further scaling.
AI-0484,Logistics,Fraud Detection,-90.35,57.87,30.87,Low,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0485,Banking,Fraud Detection,-72.53,73.14,54.95,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0486,Telecom,Fraud Detection,-66.65,75.68,64.18,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0487,Logistics,Fraud Detection,-93.27,61.22,56.03,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0488,Manufacturing,Fraud Detection,-53.75,59.49,58.02,Medium,Review,Negative ROI | Low AI Performance | High Downtime,Financial review required due to negative ROI.
AI-0489,Telecom,Recommendation,-19.88,61.57,56.43,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0490,Banking,Customer Support,-1.66,60.66,35.14,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0491,Logistics,Demand Forecasting,390.23,68.11,32.71,Low,Strategic,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0492,Logistics,Fraud Detection,-13.51,61.81,32.41,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0493,Logistics,Customer Support,9.22,86.18,17.64,Low,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0494,Manufacturing,Customer Support,345.25,74.09,58.36,Medium,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0495,Telecom,Demand Forecasting,-84.12,62.71,25.88,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0496,Manufacturing,Recommendation,-32.22,61.18,41.82,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0497,Healthcare,Predictive Maintenance,-89.32,71.46,43.49,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0498,Healthcare,Predictive Maintenance,172.16,58.52,23.18,Low,Monitor,Low AI Performance | High Data Drift | Low User Adoption,Model performance optimization is recommended.
AI-0499,Telecom,Customer Support,-88.2,85.27,58.36,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0500,Manufacturing,Document Intelligence,-27.36,70.31,36.39,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0501,Banking,Document Intelligence,-93.88,50.9,30.74,Low,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0502,Logistics,Demand Forecasting,149.25,56.92,34.74,Low,Monitor,Low AI Performance | High Data Drift | High Downtime,Model performance optimization is recommended.
AI-0503,Logistics,Predictive Maintenance,-68.63,77.25,57.54,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0504,Telecom,Customer Support,-61.28,62.72,27.04,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0505,Healthcare,Recommendation,105.28,63.32,44.84,Medium,Monitor,High Data Drift,Data monitoring and model retraining should be considered.
AI-0506,Healthcare,Predictive Maintenance,-63.28,76.27,33.89,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0507,Logistics,Customer Support,-92.19,68.33,56.24,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0508,Telecom,Customer Support,-68.75,62.29,37.1,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0509,Manufacturing,Fraud Detection,-73.35,53.59,45.92,Medium,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0510,Healthcare,Recommendation,-82.36,64.33,38.45,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0511,Manufacturing,Fraud Detection,406.44,72.63,47.43,Medium,Strategic,Low User Adoption,Project requires management monitoring.
AI-0512,Healthcare,Demand Forecasting,133.85,65.34,38.74,Medium,Monitor,High Downtime,Project requires management monitoring.
AI-0513,Healthcare,Fraud Detection,-55.09,87.75,25.25,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0514,Retail,Fraud Detection,-75.6,70.1,46.47,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0515,Healthcare,Predictive Maintenance,-45.59,51.99,49.39,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0516,Banking,Document Intelligence,10.72,55.98,44.23,Medium,Review,Low AI Performance | High Data Drift,Model performance optimization is recommended.
AI-0517,Telecom,Customer Support,-82.13,73.78,25.36,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0518,Telecom,Recommendation,-61.14,65.43,58.42,Medium,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0519,Manufacturing,Fraud Detection,-95.35,60.52,45.86,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0520,Healthcare,Recommendation,-95.75,71.68,11.29,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0521,Banking,Document Intelligence,-52.75,83.4,37.31,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0522,Manufacturing,Document Intelligence,-28.3,60.9,49.48,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0523,Retail,Fraud Detection,-47.69,66.17,69.69,High,Review,Negative ROI | High Governance Risk | High Data Drift,Financial review required due to negative ROI.
AI-0524,Manufacturing,Demand Forecasting,-65.97,65.12,56.06,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0525,Manufacturing,Fraud Detection,-63.07,56.62,30.81,Low,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0526,Healthcare,Predictive Maintenance,-38.06,58.76,22.16,Low,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0527,Retail,Customer Support,-93.12,70.74,41.45,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0528,Manufacturing,Demand Forecasting,-76.31,71.12,57.79,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0529,Banking,Fraud Detection,-59.68,76.5,27.3,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0530,Banking,Recommendation,-94.88,73.72,19.73,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0531,Telecom,Demand Forecasting,-90.29,65.82,44.63,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0532,Retail,Demand Forecasting,-40.14,66.8,27.36,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0533,Retail,Fraud Detection,-97.9,56.74,47.24,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0534,Telecom,Demand Forecasting,-67.44,66.66,17.74,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0535,Manufacturing,Recommendation,-35.13,69.92,28.47,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0536,Retail,Document Intelligence,-28.11,74.04,41.86,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0537,Banking,Demand Forecasting,355.06,67.76,55.68,Medium,Monitor,High Downtime | Low User Adoption,Project requires management monitoring.
AI-0538,Banking,Document Intelligence,-83.75,54.79,23.97,Low,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0539,Healthcare,Recommendation,-71.23,78.02,35.26,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0540,Retail,Fraud Detection,-20.6,61.31,39.98,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0541,Manufacturing,Customer Support,-64.25,49.28,28.55,Low,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0542,Telecom,Demand Forecasting,-71.68,78.9,19.31,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0543,Telecom,Customer Support,-22.69,77.07,32.33,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0544,Manufacturing,Recommendation,418.08,60.2,41.88,Medium,Monitor,Low User Adoption,Project requires management monitoring.
AI-0545,Logistics,Demand Forecasting,-20.71,63.98,18.05,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0546,Healthcare,Document Intelligence,-0.5,93.78,19.63,Low,Monitor,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0547,Telecom,Predictive Maintenance,403.92,65.0,13.95,Low,Strategic,High Data Drift,Data monitoring and model retraining should be considered.
AI-0548,Retail,Customer Support,0.79,68.65,43.27,Medium,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0549,Healthcare,Demand Forecasting,-8.56,76.69,57.09,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0550,Retail,Customer Support,-65.3,59.68,16.54,Low,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0551,Banking,Demand Forecasting,-19.09,68.0,61.64,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0552,Healthcare,Fraud Detection,-64.18,67.99,16.98,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0553,Telecom,Document Intelligence,-88.98,60.31,69.34,High,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0554,Healthcare,Customer Support,-48.23,63.76,41.92,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0555,Healthcare,Predictive Maintenance,87.59,63.74,43.94,Medium,Monitor,Low User Adoption,Project requires management monitoring.
AI-0556,Healthcare,Predictive Maintenance,53.61,57.6,48.97,Medium,Review,Low AI Performance | High Downtime,Model performance optimization is recommended.
AI-0557,Logistics,Recommendation,-76.32,49.85,34.83,Low,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0558,Healthcare,Demand Forecasting,366.89,78.59,45.04,Medium,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0559,Retail,Customer Support,-53.67,76.33,52.47,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0560,Banking,Recommendation,-85.5,77.67,35.77,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0561,Manufacturing,Customer Support,-42.51,78.53,29.71,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0562,Healthcare,Demand Forecasting,-76.73,64.34,37.24,Medium,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0563,Telecom,Predictive Maintenance,-43.57,66.47,50.24,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0564,Healthcare,Fraud Detection,25.37,80.69,38.57,Medium,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0565,Telecom,Predictive Maintenance,-65.57,50.29,40.29,Medium,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0566,Retail,Recommendation,-81.83,56.7,44.49,Medium,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0567,Telecom,Document Intelligence,-16.43,68.65,66.31,High,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0568,Manufacturing,Fraud Detection,-57.3,58.13,51.38,Medium,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0569,Banking,Recommendation,-64.43,73.14,47.65,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0570,Telecom,Demand Forecasting,-62.15,64.03,43.91,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0571,Telecom,Fraud Detection,-60.95,74.29,27.89,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0572,Banking,Recommendation,-89.04,71.1,21.25,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0573,Manufacturing,Demand Forecasting,-82.21,69.97,59.06,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0574,Healthcare,Predictive Maintenance,25.32,69.4,19.6,Low,Monitor,Low User Adoption,Project requires management monitoring.
AI-0575,Telecom,Document Intelligence,-90.23,75.56,64.98,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0576,Banking,Demand Forecasting,384.18,63.27,27.56,Low,Strategic,High Data Drift | High Downtime | Low User Adoption,Data monitoring and model retraining should be considered.
AI-0577,Retail,Customer Support,-34.95,67.21,29.33,Low,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0578,Banking,Demand Forecasting,-37.48,64.66,60.92,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0579,Retail,Demand Forecasting,-58.72,67.63,47.3,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0580,Manufacturing,Document Intelligence,29.45,74.93,35.78,Medium,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0581,Healthcare,Customer Support,-67.95,64.89,53.43,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0582,Banking,Recommendation,-57.57,69.39,49.12,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0583,Logistics,Recommendation,-29.11,72.69,38.95,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0584,Telecom,Demand Forecasting,-63.85,81.03,26.21,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0585,Manufacturing,Customer Support,-62.08,66.18,45.66,Medium,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0586,Banking,Customer Support,-83.08,68.53,53.74,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0587,Telecom,Document Intelligence,-90.77,73.14,34.8,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0588,Banking,Predictive Maintenance,-29.85,64.8,47.9,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0589,Retail,Recommendation,58.13,67.4,56.08,Medium,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0590,Banking,Document Intelligence,-33.35,82.38,35.16,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0591,Logistics,Fraud Detection,-51.52,70.54,49.67,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0592,Banking,Recommendation,-93.98,61.73,28.6,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0593,Banking,Document Intelligence,-83.74,74.94,28.44,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0594,Logistics,Recommendation,-36.32,72.8,38.59,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0595,Manufacturing,Predictive Maintenance,-59.17,66.1,42.06,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0596,Banking,Fraud Detection,-0.49,59.54,52.22,Medium,Review,Negative ROI | Low AI Performance | High Downtime,Financial review required due to negative ROI.
AI-0597,Logistics,Predictive Maintenance,-66.63,75.06,31.35,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0598,Telecom,Fraud Detection,-64.0,69.41,35.25,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0599,Retail,Demand Forecasting,87.22,62.69,5.3,Low,Monitor,Low User Adoption,Project requires management monitoring.
AI-0600,Retail,Document Intelligence,172.61,67.67,36.0,Medium,Monitor,Low User Adoption,Project requires management monitoring.
AI-0601,Banking,Fraud Detection,-92.11,66.5,14.01,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0602,Manufacturing,Predictive Maintenance,-40.62,62.01,41.59,Medium,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0603,Manufacturing,Recommendation,-59.39,62.71,49.8,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0604,Telecom,Fraud Detection,-36.81,66.89,62.01,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0605,Banking,Document Intelligence,-82.13,80.88,15.33,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0606,Retail,Fraud Detection,4.52,81.41,42.63,Medium,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0607,Manufacturing,Customer Support,-56.0,56.43,48.75,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0608,Banking,Recommendation,5.44,66.56,8.76,Low,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0609,Manufacturing,Document Intelligence,-77.01,69.29,7.8,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0610,Logistics,Document Intelligence,-64.34,63.38,42.0,Medium,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0611,Manufacturing,Demand Forecasting,-74.0,58.66,66.61,High,Review,Negative ROI | High Governance Risk | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0612,Retail,Predictive Maintenance,-77.78,73.23,33.85,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0613,Healthcare,Demand Forecasting,-96.33,64.63,60.72,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0614,Telecom,Document Intelligence,-55.26,63.56,68.08,High,Review,Negative ROI | High Governance Risk | High Data Drift,Financial review required due to negative ROI.
AI-0615,Telecom,Recommendation,-73.1,58.97,47.91,Medium,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0616,Retail,Fraud Detection,-76.61,66.46,24.04,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0617,Manufacturing,Fraud Detection,-67.65,76.34,48.68,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0618,Banking,Recommendation,-19.64,71.71,28.21,Low,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0619,Manufacturing,Document Intelligence,6.06,77.19,40.95,Medium,Review,High Downtime,Project requires management monitoring.
AI-0620,Retail,Fraud Detection,-77.71,74.71,61.71,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
